upstream_symbol	value	declaration_names	runtime_reverse_name	classification_markers	source_locations	moonbit_implementation	test_location	status
SyntaxKind[281]	281	NamespaceExport	NamespaceExport		NamespaceExport@src/compiler/types.ts:353	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[282]	282	ExportSpecifier	ExportSpecifier		ExportSpecifier@src/compiler/types.ts:354	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[283]	283	MissingDeclaration	MissingDeclaration		MissingDeclaration@src/compiler/types.ts:355	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[284]	284	ExternalModuleReference	ExternalModuleReference		ExternalModuleReference@src/compiler/types.ts:358	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[285]	285	JsxElement	JsxElement		JsxElement@src/compiler/types.ts:361	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[286]	286	JsxSelfClosingElement	JsxSelfClosingElement		JsxSelfClosingElement@src/compiler/types.ts:362	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[287]	287	JsxOpeningElement	JsxOpeningElement		JsxOpeningElement@src/compiler/types.ts:363	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[288]	288	JsxClosingElement	JsxClosingElement		JsxClosingElement@src/compiler/types.ts:364	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[289]	289	JsxFragment	JsxFragment		JsxFragment@src/compiler/types.ts:365	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[290]	290	JsxOpeningFragment	JsxOpeningFragment		JsxOpeningFragment@src/compiler/types.ts:366	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[291]	291	JsxClosingFragment	JsxClosingFragment		JsxClosingFragment@src/compiler/types.ts:367	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[292]	292	JsxAttribute	JsxAttribute		JsxAttribute@src/compiler/types.ts:368	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[293]	293	JsxAttributes	JsxAttributes		JsxAttributes@src/compiler/types.ts:369	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[294]	294	JsxSpreadAttribute	JsxSpreadAttribute		JsxSpreadAttribute@src/compiler/types.ts:370	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[295]	295	JsxExpression	JsxExpression		JsxExpression@src/compiler/types.ts:371	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[296]	296	JsxNamespacedName	JsxNamespacedName		JsxNamespacedName@src/compiler/types.ts:372	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[297]	297	CaseClause	CaseClause		CaseClause@src/compiler/types.ts:375	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[298]	298	DefaultClause	DefaultClause		DefaultClause@src/compiler/types.ts:376	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[299]	299	HeritageClause	HeritageClause		HeritageClause@src/compiler/types.ts:377	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[300]	300	CatchClause	CatchClause		CatchClause@src/compiler/types.ts:378	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[301]	301	ImportAttributes, AssertClause	AssertClause		ImportAttributes@src/compiler/types.ts:380, AssertClause@src/compiler/types.ts:382	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[302]	302	ImportAttribute, AssertEntry	AssertEntry		ImportAttribute@src/compiler/types.ts:381, AssertEntry@src/compiler/types.ts:383	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[303]	303	ImportTypeAssertionContainer	ImportTypeAssertionContainer		ImportTypeAssertionContainer@src/compiler/types.ts:384	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[304]	304	PropertyAssignment	PropertyAssignment		PropertyAssignment@src/compiler/types.ts:387	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[305]	305	ShorthandPropertyAssignment	ShorthandPropertyAssignment		ShorthandPropertyAssignment@src/compiler/types.ts:388	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[306]	306	SpreadAssignment	SpreadAssignment		SpreadAssignment@src/compiler/types.ts:389	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[307]	307	EnumMember	EnumMember		EnumMember@src/compiler/types.ts:392	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[308]	308	SourceFile	SourceFile		SourceFile@src/compiler/types.ts:395	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[309]	309	Bundle	Bundle		Bundle@src/compiler/types.ts:396	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[310]	310	JSDocTypeExpression	FirstJSDocNode	FirstJSDocNode	JSDocTypeExpression@src/compiler/types.ts:399, FirstJSDocNode@src/compiler/types.ts:486	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[311]	311	JSDocNameReference	JSDocNameReference		JSDocNameReference@src/compiler/types.ts:400	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[312]	312	JSDocMemberName	JSDocMemberName		JSDocMemberName@src/compiler/types.ts:401	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[313]	313	JSDocAllType	JSDocAllType		JSDocAllType@src/compiler/types.ts:402	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[314]	314	JSDocUnknownType	JSDocUnknownType		JSDocUnknownType@src/compiler/types.ts:403	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[315]	315	JSDocNullableType	JSDocNullableType		JSDocNullableType@src/compiler/types.ts:404	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[316]	316	JSDocNonNullableType	JSDocNonNullableType		JSDocNonNullableType@src/compiler/types.ts:405	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[317]	317	JSDocOptionalType	JSDocOptionalType		JSDocOptionalType@src/compiler/types.ts:406	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[318]	318	JSDocFunctionType	JSDocFunctionType		JSDocFunctionType@src/compiler/types.ts:407	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[319]	319	JSDocVariadicType	JSDocVariadicType		JSDocVariadicType@src/compiler/types.ts:408	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[320]	320	JSDocNamepathType	JSDocNamepathType		JSDocNamepathType@src/compiler/types.ts:409	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[321]	321	JSDoc, JSDocComment	JSDocComment		JSDoc@src/compiler/types.ts:410, JSDocComment@src/compiler/types.ts:412	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[322]	322	JSDocText	JSDocText		JSDocText@src/compiler/types.ts:413	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[323]	323	JSDocTypeLiteral	JSDocTypeLiteral		JSDocTypeLiteral@src/compiler/types.ts:414	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[324]	324	JSDocSignature	JSDocSignature		JSDocSignature@src/compiler/types.ts:415	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[325]	325	JSDocLink	JSDocLink		JSDocLink@src/compiler/types.ts:416	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[326]	326	JSDocLinkCode	JSDocLinkCode		JSDocLinkCode@src/compiler/types.ts:417	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[327]	327	JSDocLinkPlain	JSDocLinkPlain		JSDocLinkPlain@src/compiler/types.ts:418	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[328]	328	JSDocTag	FirstJSDocTagNode	FirstJSDocTagNode	JSDocTag@src/compiler/types.ts:419, FirstJSDocTagNode@src/compiler/types.ts:488	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[329]	329	JSDocAugmentsTag	JSDocAugmentsTag		JSDocAugmentsTag@src/compiler/types.ts:420	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[330]	330	JSDocImplementsTag	JSDocImplementsTag		JSDocImplementsTag@src/compiler/types.ts:421	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[331]	331	JSDocAuthorTag	JSDocAuthorTag		JSDocAuthorTag@src/compiler/types.ts:422	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[332]	332	JSDocDeprecatedTag	JSDocDeprecatedTag		JSDocDeprecatedTag@src/compiler/types.ts:423	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[333]	333	JSDocClassTag	JSDocClassTag		JSDocClassTag@src/compiler/types.ts:424	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[334]	334	JSDocPublicTag	JSDocPublicTag		JSDocPublicTag@src/compiler/types.ts:425	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
